train_loss,epoch,step,val_loss
0.18272872269153595,2,4,
0.1808532476425171,4,9,
0.179594486951828,7,14,
0.1777188628911972,9,19,
0.17566552758216858,12,24,
0.17289400100708008,14,29,
0.1695776879787445,17,34,
0.16474007070064545,19,39,
0.15736539661884308,22,44,
0.14778007566928864,24,49,
0.13708467781543732,27,54,
0.12643471360206604,29,59,
0.1177402064204216,32,64,
0.10999175161123276,34,69,
0.10393760353326797,37,74,
0.09920291602611542,39,79,
0.09576620906591415,42,84,
0.09323851764202118,44,89,
0.09008994698524475,47,94,
0.0891483947634697,49,99,
,49,99,0.08817382901906967
0.0868179202079773,52,104,
0.08559885621070862,54,109,
0.08506079018115997,57,114,
0.08306588977575302,59,119,
0.08250896632671356,62,124,
0.08274338394403458,64,129,
0.08064766973257065,67,134,
0.07795298099517822,69,139,
0.07970653474330902,72,144,
0.07977934181690216,74,149,
0.07903005182743073,77,154,
0.07907535135746002,79,159,
0.07844789326190948,82,164,
0.07752297818660736,84,169,
0.07776325196027756,87,174,
0.07740657031536102,89,179,
0.07698848843574524,92,184,
0.07701164484024048,94,189,
0.07732776552438736,97,194,
0.07653898000717163,99,199,
,99,199,0.07624845951795578
0.07628681510686874,102,204,
0.07664423435926437,104,209,
0.07510257512331009,107,214,
0.07644059509038925,109,219,
0.07491558790206909,112,224,
0.07720571756362915,114,229,
0.07465216517448425,117,234,
0.0751299262046814,119,239,
0.07470504194498062,122,244,
0.07418651133775711,124,249,
0.07372695207595825,127,254,
0.07420416921377182,129,259,
0.07367044687271118,132,264,
0.07300595939159393,134,269,
0.07340966165065765,137,274,
0.07266058027744293,139,279,
0.07309717684984207,142,284,
0.07162535190582275,144,289,
0.07181333005428314,147,294,
0.0719025656580925,149,299,
,149,299,0.0717821791768074
0.07203621417284012,152,304,
0.0727497935295105,154,309,
0.07091537863016129,157,314,
0.07142095267772675,159,319,
0.07105498015880585,162,324,
0.07105183601379395,164,329,
0.07082796841859818,167,334,
0.07123803347349167,169,339,
0.07006843388080597,172,344,
0.06985494494438171,174,349,
0.06985338032245636,177,354,
0.0701514333486557,179,359,
0.0693635642528534,182,364,
0.0694543719291687,184,369,
0.06924956291913986,187,374,
0.06960377842187881,189,379,
0.06826192140579224,192,384,
0.06768210232257843,194,389,
0.06778688728809357,197,394,
0.06810978800058365,199,399,
,199,399,0.06754149496555328
0.06764718890190125,202,404,
0.06726162135601044,204,409,
0.06711888313293457,207,414,
0.06687559187412262,209,419,
0.06617619097232819,212,424,
0.067009337246418,214,429,
0.06638585776090622,217,434,
0.0662689357995987,219,439,
0.06590184569358826,222,444,
0.06517409533262253,224,449,
0.06524470448493958,227,454,
0.06685201823711395,229,459,
0.06473725289106369,232,464,
0.06475875526666641,234,469,
0.06529463082551956,237,474,
0.06511496752500534,239,479,
0.0647154152393341,242,484,
0.06440222263336182,244,489,
0.0643635019659996,247,494,
0.06472054123878479,249,499,
,249,499,0.06412281841039658
0.06430605053901672,252,504,
0.06404782086610794,254,509,
0.06419110298156738,257,514,
0.06313951313495636,259,519,
0.0637645274400711,262,524,
0.06276024878025055,264,529,
0.06320862472057343,267,534,
0.06277121603488922,269,539,
0.06270799040794373,272,544,
0.06235277280211449,274,549,
0.062458161264657974,277,554,
0.062465280294418335,279,559,
0.06219656020402908,282,564,
0.060922373086214066,284,569,
0.06230703741312027,287,574,
0.06193562597036362,289,579,
0.06272748112678528,292,584,
0.061807602643966675,294,589,
0.061868928372859955,297,594,
0.06155303120613098,299,599,
,299,599,0.06188506633043289
0.06207266077399254,302,604,
0.06151381507515907,304,609,
0.0624266043305397,307,614,
0.061835624277591705,309,619,
0.061463676393032074,312,624,
0.06155117601156235,314,629,
0.06199317425489426,317,634,
0.06139317527413368,319,639,
0.06165086477994919,322,644,
0.061813391745090485,324,649,
0.061195701360702515,327,654,
0.06027188524603844,329,659,
0.0614653006196022,332,664,
0.06139582395553589,334,669,
0.0608619786798954,337,674,
0.060877736657857895,339,679,
0.060998186469078064,342,684,
0.06064894050359726,344,689,
0.06064046919345856,347,694,
0.060670606791973114,349,699,
,349,699,0.060595277696847916
0.061025407165288925,352,704,
0.06094426289200783,354,709,
0.060535140335559845,357,714,
0.061114922165870667,359,719,
0.060424938797950745,362,724,
0.06055863946676254,364,729,
0.06064896285533905,367,734,
0.06102117896080017,369,739,
0.06052965298295021,372,744,
0.060368362814188004,374,749,
0.05969522148370743,377,754,
0.059746015816926956,379,759,
0.060236960649490356,382,764,
0.05998248979449272,384,769,
0.0598311610519886,387,774,
0.059200018644332886,389,779,
0.060031577944755554,392,784,
0.05975610390305519,394,789,
0.05967497080564499,397,794,
0.059288397431373596,399,799,
,399,799,0.05981239676475525
0.060013897716999054,402,804,
0.060776952654123306,404,809,
0.059519026428461075,407,814,
0.060063496232032776,409,819,
0.05948205664753914,412,824,
0.0599106065928936,414,829,
0.059861816465854645,417,834,
0.0593075156211853,419,839,
0.059585291892290115,422,844,
0.05894151329994202,424,849,
0.05999238044023514,427,854,
0.06007659435272217,429,859,
0.05924076959490776,432,864,
0.05959738790988922,434,869,
0.05980505421757698,437,874,
0.05870429426431656,439,879,
0.05948649346828461,442,884,
0.05883513763546944,444,889,
0.05954825133085251,447,894,
0.06017109751701355,449,899,
,449,899,0.059278301894664764
0.05982322245836258,452,904,
0.059809133410453796,454,909,
0.05923248454928398,457,914,
0.05830797553062439,459,919,
0.059460416436195374,462,924,
0.05822931230068207,464,929,
0.05940723419189453,467,934,
0.05929562821984291,469,939,
0.05938592180609703,472,944,
0.05992783606052399,474,949,
0.05923976004123688,477,954,
0.06023751199245453,479,959,
0.058853600174188614,482,964,
0.059352368116378784,484,969,
0.05916224420070648,487,974,
0.05947154760360718,489,979,
0.05897778272628784,492,984,
0.058877307921648026,494,989,
0.05914148688316345,497,994,
0.05799649655818939,499,999,
,499,999,0.05902637913823128
0.058956533670425415,502,1004,
0.0593368262052536,504,1009,
0.058880023658275604,507,1014,
0.05982931703329086,509,1019,
0.059157200157642365,512,1024,
0.05881199985742569,514,1029,
0.058721140027046204,517,1034,
0.05930744856595993,519,1039,
0.058584004640579224,522,1044,
0.05861630290746689,524,1049,
0.0586208701133728,527,1054,
0.058695197105407715,529,1059,
0.058918703347444534,532,1064,
0.05886115878820419,534,1069,
0.059123605489730835,537,1074,
0.05844085291028023,539,1079,
0.0589400976896286,542,1084,
0.059080228209495544,544,1089,
0.05878277122974396,547,1094,
0.05882948264479637,549,1099,
,549,1099,0.05871248245239258
0.05882427468895912,552,1104,
0.05909336358308792,554,1109,
0.058922845870256424,557,1114,
0.05820252373814583,559,1119,
0.05871933698654175,562,1124,
0.059375032782554626,564,1129,
0.05871531367301941,567,1134,
0.05852790176868439,569,1139,
0.05881393328309059,572,1144,
0.05897711589932442,574,1149,
0.05887381732463837,577,1154,
0.05894105136394501,579,1159,
0.0587431825697422,582,1164,
0.058441903442144394,584,1169,
0.058461613953113556,587,1174,
0.05900818109512329,589,1179,
0.05856051295995712,592,1184,
0.05860390141606331,594,1189,
0.05893809348344803,597,1194,
0.05899041146039963,599,1199,
,599,1199,0.05852096527814865
0.05879196524620056,602,1204,
0.05864378437399864,604,1209,
0.05884968489408493,607,1214,
0.05790380761027336,609,1219,
0.05834715813398361,612,1224,
0.05842076241970062,614,1229,
0.05870098993182182,617,1234,
0.05861206725239754,619,1239,
0.058520372956991196,622,1244,
0.05779510736465454,624,1249,
0.05837642401456833,627,1254,
0.058071523904800415,629,1259,
0.058462440967559814,632,1264,
0.05828123539686203,634,1269,
0.058865875005722046,637,1274,
0.058397576212882996,639,1279,
0.05879843980073929,642,1284,
0.05885065346956253,644,1289,
