train_loss,epoch,step,val_loss
0.2948817014694214,2,4,
0.29319334030151367,4,9,
0.2910040020942688,7,14,
0.2886529266834259,9,19,
0.28531333804130554,12,24,
0.2815539240837097,14,29,
0.2768220007419586,17,34,
0.2715141177177429,19,39,
0.264812171459198,22,44,
0.25670698285102844,24,49,
0.24819333851337433,27,54,
0.2386302947998047,29,59,
0.22814637422561646,32,64,
0.2171008288860321,34,69,
0.20518340170383453,37,74,
0.19334843754768372,39,79,
0.18108287453651428,42,84,
0.16920241713523865,44,89,
0.15819355845451355,47,94,
0.14987558126449585,49,99,
,49,99,0.1468224823474884
0.14011520147323608,52,104,
0.1326977163553238,54,109,
0.1276133805513382,57,114,
0.12252411246299744,59,119,
0.11762700229883194,62,124,
0.11317848414182663,64,129,
0.11065171658992767,67,134,
0.10717705637216568,69,139,
0.10477255284786224,72,144,
0.10198156535625458,74,149,
0.10063020139932632,77,154,
0.09812599420547485,79,159,
0.09604501724243164,82,164,
0.09347187727689743,84,169,
0.09269768744707108,87,174,
0.09109039604663849,89,179,
0.08993728458881378,92,184,
0.08911643177270889,94,189,
0.08734196424484253,97,194,
0.08691947907209396,99,199,
,99,199,0.08623915165662766
0.08491601049900055,102,204,
0.08480407297611237,104,209,
0.08334721624851227,107,214,
0.08155322819948196,109,219,
0.08139023184776306,112,224,
0.0806722417473793,114,229,
0.07955919206142426,117,234,
0.07831431925296783,119,239,
0.07763417065143585,122,244,
0.07804031670093536,124,249,
0.07679589837789536,127,254,
0.07608894258737564,129,259,
0.07508382201194763,132,264,
0.07481250911951065,134,269,
0.07430767267942429,137,274,
0.07455936074256897,139,279,
0.07340362668037415,142,284,
0.07322852313518524,144,289,
0.07282858341932297,147,294,
0.07194868475198746,149,299,
,149,299,0.07212688028812408
0.07220496982336044,152,304,
0.07087171822786331,154,309,
0.0711199939250946,157,314,
0.07103358209133148,159,319,
0.07121308147907257,162,324,
0.07036437094211578,164,329,
0.07007342576980591,167,334,
0.07036607712507248,169,339,
0.07029319554567337,172,344,
0.06975842267274857,174,349,
0.07002570480108261,177,354,
0.07015448063611984,179,359,
0.06956557929515839,182,364,
0.06869255006313324,184,369,
0.06929324567317963,187,374,
0.06950335204601288,189,379,
0.06889555603265762,192,384,
0.06849850714206696,194,389,
0.06881707906723022,197,394,
0.06909806281328201,199,399,
,199,399,0.06882128864526749
0.06884259730577469,202,404,
0.06879764795303345,204,409,
0.06859986484050751,207,414,
0.0685407891869545,209,419,
0.06933816522359848,212,424,
0.06904919445514679,214,429,
0.06878143548965454,217,434,
0.06908319145441055,219,439,
0.0685529112815857,222,444,
0.06748024374246597,224,449,
0.0681513175368309,227,454,
0.0682910829782486,229,459,
0.06830653548240662,232,464,
0.06787325441837311,234,469,
0.0685393214225769,237,474,
0.06963152438402176,239,479,
0.06785884499549866,242,484,
0.06757776439189911,244,489,
0.0684274360537529,247,494,
0.0679621547460556,249,499,
,249,499,0.06798455864191055
0.06826994568109512,252,504,
0.06789559125900269,254,509,
0.06821148842573166,257,514,
0.06687483191490173,259,519,
0.0677700787782669,262,524,
0.0677948147058487,264,529,
0.06742168962955475,267,534,
0.06803534924983978,269,539,
0.06785359978675842,272,544,
0.06782911717891693,274,549,
0.0673549622297287,277,554,
0.06696255505084991,279,559,
0.0677839070558548,282,564,
0.06821101903915405,284,569,
0.06793689727783203,287,574,
0.06783977895975113,289,579,
0.06814156472682953,292,584,
0.06718488782644272,294,589,
0.06733576953411102,297,594,
0.06763483583927155,299,599,
,299,599,0.06764810532331467
0.06719332933425903,302,604,
0.06798367202281952,304,609,
0.06773320585489273,307,614,
0.0682925283908844,309,619,
0.0674763023853302,312,624,
0.06794869899749756,314,629,
0.06790297478437424,317,634,
0.0681840255856514,319,639,
0.06785473227500916,322,644,
0.06752355396747589,324,649,
0.06812769174575806,327,654,
0.066815085709095,329,659,
0.06784598529338837,332,664,
0.06740422546863556,334,669,
0.0674789696931839,337,674,
0.0676257461309433,339,679,
0.06740331649780273,342,684,
0.06591488420963287,344,689,
0.0670783519744873,347,694,
0.06727345287799835,349,699,
,349,699,0.06747516244649887
0.0677550733089447,352,704,
0.06701400130987167,354,709,
0.06718774139881134,357,714,
0.06828657537698746,359,719,
0.06734798848628998,362,724,
0.06648412346839905,364,729,
0.06727778911590576,367,734,
0.06874191015958786,369,739,
0.06749830394983292,372,744,
0.0672776997089386,374,749,
0.06757289171218872,377,754,
0.06754779815673828,379,759,
0.06708677858114243,382,764,
0.0685415267944336,384,769,
0.06759616732597351,387,774,
0.0678117498755455,389,779,
0.06736329942941666,392,784,
0.06712521612644196,394,789,
0.06728990375995636,397,794,
0.06611239910125732,399,799,
,399,799,0.06738147884607315
0.06747506558895111,402,804,
0.06780961155891418,404,809,
0.0675620287656784,407,814,
0.06869566440582275,409,819,
0.06766964495182037,412,824,
